,2k,4k,6k,500k,1k,3k,8k
557,0,10,30,5.0,5.0,5.0,20.0
558,0,10,35,5.0,5.0,5.0,20.0
559,0,10,40,5.0,5.0,5.0,25.0
560,0,10,45,5.0,5.0,5.0,25.0
561,0,10,50,5.0,5.0,5.0,35.0
562,0,10,55,5.0,5.0,5.0,40.0
563,0,10,60,5.0,5.0,5.0,40.0
564,0,10,65,5.0,5.0,5.0,45.0
565,0,10,70,5.0,5.0,5.0,55.0
566,0,10,75,5.0,5.0,5.0,60.0
567,0,10,80,5.0,5.0,5.0,65.0
568,0,10,85,5.0,5.0,5.0,70.0
569,0,10,90,10.0,5.0,5.0,70.0
570,0,10,95,10.0,5.0,10.0,70.0
571,0,10,100,10.0,10.0,10.0,75.0
572,0,15,-5,5.0,5.0,5.0,5.0
573,0,15,0,5.0,5.0,5.0,5.0
574,0,15,5,5.0,5.0,5.0,10.0
575,0,15,10,5.0,5.0,5.0,10.0
576,0,15,15,5.0,5.0,5.0,10.0
577,0,15,20,5.0,5.0,10.0,15.0
578,0,15,25,5.0,5.0,10.0,15.0
579,0,15,30,5.0,5.0,10.0,20.0
580,0,15,35,5.0,5.0,10.0,25.0
581,0,15,40,5.0,5.0,10.0,25.0
582,0,15,45,5.0,5.0,10.0,30.0
583,0,15,50,5.0,5.0,10.0,35.0
584,0,15,55,5.0,5.0,5.0,40.0
585,0,15,60,5.0,5.0,10.0,40.0
586,0,15,65,5.0,5.0,5.0,50.0
587,0,15,70,5.0,5.0,5.0,55.0
588,0,15,75,5.0,5.0,10.0,60.0
589,0,15,80,5.0,5.0,10.0,65.0
590,0,15,85,10.0,5.0,10.0,70.0
591,0,15,90,10.0,5.0,10.0,70.0
592,0,15,95,10.0,5.0,10.0,70.0
593,0,15,100,10.0,10.0,10.0,75.0
594,0,20,-5,5.0,5.0,5.0,5.0
595,0,20,0,5.0,5.0,5.0,5.0
596,0,20,5,5.0,5.0,10.0,10.0
597,0,20,10,5.0,5.0,10.0,10.0
598,0,20,15,5.0,5.0,10.0,10.0
599,0,20,20,5.0,5.0,10.0,15.0
600,0,20,25,5.0,5.0,10.0,15.0
601,0,20,30,5.0,5.0,10.0,20.0
602,0,20,35,5.0,5.0,10.0,25.0
603,0,20,40,5.0,5.0,10.0,30.0
604,0,20,45,5.0,5.0,10.0,30.0
605,0,20,50,5.0,5.0,10.0,35.0
606,0,20,55,5.0,5.0,10.0,40.0
607,0,20,60,5.0,5.0,10.0,45.0
608,0,20,65,5.0,5.0,10.0,50.0
609,0,20,70,5.0,5.0,10.0,55.0
610,0,20,75,5.0,5.0,10.0,65.0
611,0,20,80,5.0,5.0,10.0,65.0
612,0,20,85,10.0,5.0,10.0,70.0
613,0,20,90,10.0,5.0,10.0,70.0
614,0,20,95,10.0,5.0,10.0,75.0
615,0,20,100,10.0,5.0,10.0,75.0
616,0,25,-5,5.0,5.0,10.0,5.0
617,0,25,0,5.0,5.0,10.0,5.0
618,0,25,5,5.0,5.0,10.0,10.0
619,0,25,10,5.0,5.0,10.0,10.0
620,0,25,15,5.0,5.0,10.0,15.0
621,0,25,20,5.0,5.0,10.0,15.0
622,0,25,25,5.0,5.0,10.0,20.0
623,0,25,30,5.0,5.0,15.0,20.0
624,0,25,35,5.0,5.0,15.0,25.0
625,0,25,40,5.0,5.0,15.0,30.0
626,0,25,45,5.0,5.0,10.0,30.0
627,0,25,50,5.0,5.0,10.0,35.0
628,0,25,55,5.0,5.0,10.0,40.0
629,0,25,60,5.0,5.0,10.0,45.0
630,0,25,65,5.0,5.0,10.0,50.0
631,0,25,70,5.0,5.0,10.0,55.0
632,0,25,75,5.0,5.0,10.0,65.0
633,0,25,80,5.0,5.0,10.0,65.0
634,0,25,85,10.0,5.0,10.0,70.0
635,0,25,90,10.0,5.0,10.0,75.0
636,0,25,95,10.0,10.0,15.0,75.0
637,0,25,100,10.0,5.0,10.0,75.0
638,0,30,-5,5.0,5.0,15.0,5.0
639,0,30,0,5.0,5.0,15.0,5.0
640,0,30,5,5.0,5.0,15.0,10.0
641,0,30,10,5.0,5.0,15.0,10.0
642,0,30,15,5.0,5.0,15.0,10.0
643,0,30,20,5.0,5.0,15.0,15.0
644,0,30,25,5.0,5.0,15.0,15.0
645,0,30,30,5.0,5.0,15.0,20.0
646,0,30,35,5.0,5.0,15.0,25.0
647,0,30,40,5.0,5.0,15.0,30.0
648,0,30,45,5.0,5.0,15.0,35.0
649,0,30,50,5.0,5.0,15.0,35.0
650,0,30,55,5.0,5.0,15.0,45.0
651,0,30,60,5.0,5.0,15.0,45.0
652,0,30,65,5.0,5.0,15.0,50.0
653,0,30,70,5.0,5.0,15.0,55.0
654,0,30,75,5.0,5.0,10.0,60.0
655,0,30,80,5.0,5.0,10.0,65.0
656,0,30,85,10.0,5.0,10.0,70.0
657,0,30,90,10.0,5.0,15.0,75.0
658,0,30,95,10.0,5.0,15.0,75.0
659,0,30,100,10.0,10.0,15.0,75.0
660,0,35,-5,5.0,5.0,15.0,5.0
661,0,35,0,5.0,5.0,15.0,5.0
662,0,35,5,5.0,5.0,15.0,10.0
663,0,35,10,5.0,5.0,15.0,10.0
664,0,35,15,5.0,5.0,15.0,10.0
665,0,35,20,5.0,5.0,15.0,15.0
666,0,35,25,5.0,5.0,15.0,15.0
667,0,35,30,5.0,5.0,20.0,20.0
668,0,35,35,5.0,5.0,20.0,25.0
669,0,35,40,5.0,5.0,20.0,25.0
670,0,35,45,5.0,5.0,20.0,30.0
671,0,35,50,5.0,5.0,15.0,35.0
672,0,35,55,5.0,5.0,15.0,40.0
673,0,35,60,5.0,5.0,15.0,45.0
674,0,35,65,5.0,5.0,15.0,50.0
675,0,35,70,5.0,5.0,15.0,55.0
676,0,35,75,5.0,5.0,15.0,60.0
677,0,35,80,5.0,5.0,15.0,70.0
678,0,35,85,10.0,5.0,15.0,70.0
679,0,35,90,10.0,5.0,15.0,75.0
680,0,35,95,10.0,5.0,15.0,75.0
681,0,35,100,10.0,5.0,15.0,75.0
682,0,40,-5,5.0,0.0,20.0,5.0
683,0,40,0,5.0,5.0,20.0,5.0
684,0,40,5,5.0,5.0,20.0,10.0
685,0,40,10,5.0,5.0,20.0,10.0
686,0,40,15,5.0,5.0,20.0,10.0
687,0,40,20,5.0,5.0,20.0,15.0
688,0,40,25,5.0,5.0,20.0,15.0
689,0,40,30,5.0,5.0,20.0,20.0
690,0,40,35,5.0,5.0,20.0,20.0
691,0,40,40,5.0,5.0,20.0,25.0
692,0,40,45,5.0,5.0,20.0,30.0
693,0,40,50,5.0,5.0,20.0,35.0
694,0,40,55,5.0,5.0,20.0,40.0
695,0,40,60,5.0,5.0,20.0,45.0
696,0,40,65,5.0,5.0,20.0,50.0
697,0,40,70,5.0,5.0,20.0,60.0
698,0,40,75,5.0,5.0,15.0,65.0
699,0,40,80,5.0,5.0,15.0,70.0
700,0,40,85,5.0,5.0,15.0,70.0
701,0,40,90,10.0,5.0,15.0,75.0
702,0,40,95,10.0,5.0,15.0,75.0
703,0,40,100,10.0,10.0,20.0,80.0
704,0,45,-5,5.0,5.0,20.0,10.0
705,0,45,0,5.0,5.0,20.0,10.0
706,0,45,5,5.0,5.0,20.0,10.0
707,0,45,10,5.0,5.0,25.0,10.0
708,0,45,15,5.0,5.0,25.0,15.0
709,0,45,20,5.0,5.0,25.0,15.0
710,0,45,25,5.0,5.0,25.0,15.0
711,0,45,30,5.0,5.0,25.0,20.0
712,0,45,35,5.0,5.0,25.0,20.0
713,0,45,40,5.0,5.0,25.0,25.0
714,0,45,45,5.0,5.0,25.0,30.0
715,0,45,50,5.0,5.0,25.0,35.0
716,0,45,55,5.0,5.0,25.0,40.0
717,0,45,60,5.0,5.0,25.0,45.0
718,0,45,65,5.0,5.0,20.0,50.0
719,0,45,70,5.0,5.0,20.0,55.0
720,0,45,75,5.0,5.0,20.0,60.0
721,0,45,80,5.0,5.0,20.0,70.0
722,0,45,85,5.0,5.0,20.0,70.0
723,0,45,90,10.0,5.0,20.0,75.0
724,0,45,95,10.0,5.0,20.0,75.0
725,0,45,100,10.0,10.0,20.0,80.0
726,0,50,-5,5.0,5.0,20.0,10.0
727,0,50,0,5.0,5.0,25.0,10.0
728,0,50,5,5.0,5.0,25.0,10.0
729,0,50,10,5.0,5.0,25.0,15.0
730,0,50,15,5.0,5.0,25.0,15.0
731,0,50,20,5.0,5.0,25.0,15.0
732,0,50,25,5.0,5.0,25.0,15.0
733,0,50,30,5.0,5.0,25.0,20.0
734,0,50,35,5.0,5.0,25.0,20.0
735,0,50,40,5.0,5.0,30.0,25.0
736,0,50,45,5.0,5.0,30.0,30.0
737,0,50,50,5.0,5.0,30.0,35.0
738,0,50,55,5.0,5.0,30.0,40.0
739,0,50,60,5.0,5.0,25.0,50.0
740,0,50,65,5.0,5.0,25.0,55.0
741,0,50,70,5.0,5.0,25.0,60.0
742,0,50,75,5.0,5.0,25.0,60.0
743,0,50,80,5.0,5.0,25.0,70.0
744,0,50,85,5.0,5.0,25.0,70.0
745,0,50,90,5.0,5.0,20.0,75.0
746,0,50,95,10.0,5.0,20.0,75.0
747,0,50,100,10.0,5.0,20.0,80.0
748,0,55,-5,5.0,5.0,25.0,10.0
749,0,55,0,5.0,5.0,25.0,10.0
750,0,55,5,5.0,5.0,25.0,10.0
751,0,55,10,5.0,5.0,30.0,15.0
752,0,55,15,5.0,5.0,30.0,15.0
753,0,55,20,5.0,5.0,30.0,15.0
754,0,55,25,5.0,5.0,30.0,15.0
755,0,55,30,5.0,5.0,30.0,20.0
756,0,55,35,5.0,5.0,30.0,20.0
757,0,55,40,5.0,5.0,30.0,25.0
758,0,55,45,5.0,5.0,30.0,30.0
759,0,55,50,5.0,5.0,30.0,35.0
760,0,55,55,5.0,5.0,30.0,40.0
761,0,55,60,5.0,5.0,30.0,45.0
762,0,55,65,5.0,5.0,30.0,50.0
763,0,55,70,5.0,5.0,30.0,55.0
764,0,55,75,5.0,5.0,30.0,65.0
765,0,55,80,5.0,5.0,25.0,70.0
766,0,55,85,5.0,5.0,25.0,75.0
767,0,55,90,10.0,5.0,25.0,75.0
768,0,55,95,10.0,5.0,25.0,75.0
769,0,55,100,10.0,5.0,25.0,80.0
770,0,60,-5,5.0,5.0,25.0,10.0
771,0,60,0,5.0,5.0,25.0,10.0
772,0,60,5,5.0,5.0,30.0,10.0
773,0,60,10,5.0,5.0,30.0,15.0
774,0,60,15,5.0,5.0,30.0,15.0
775,0,60,20,5.0,5.0,30.0,15.0
776,0,60,25,5.0,5.0,30.0,20.0
777,0,60,30,5.0,5.0,30.0,20.0
778,0,60,35,5.0,5.0,30.0,20.0
779,0,60,40,5.0,5.0,35.0,25.0
780,0,60,45,5.0,5.0,35.0,30.0
781,0,60,50,5.0,5.0,35.0,35.0
782,0,60,55,5.0,5.0,35.0,40.0
783,0,60,60,5.0,5.0,35.0,45.0
784,0,60,65,5.0,5.0,35.0,50.0
785,0,60,70,5.0,5.0,35.0,55.0
786,0,60,75,5.0,5.0,30.0,65.0
787,0,60,80,5.0,5.0,30.0,70.0
788,0,60,85,5.0,5.0,30.0,70.0
789,0,60,90,5.0,5.0,30.0,75.0
790,0,60,95,10.0,5.0,30.0,80.0
791,0,60,100,10.0,5.0,30.0,80.0
792,0,65,-5,5.0,5.0,30.0,15.0
793,0,65,0,5.0,5.0,30.0,15.0
794,0,65,5,5.0,5.0,30.0,15.0
795,0,65,10,5.0,5.0,35.0,15.0
796,0,65,15,5.0,5.0,35.0,15.0
797,0,65,20,5.0,5.0,35.0,15.0
798,0,65,25,5.0,5.0,35.0,20.0
799,0,65,30,5.0,5.0,35.0,20.0
800,0,65,35,5.0,5.0,35.0,25.0
801,0,65,40,5.0,5.0,35.0,25.0
802,0,65,45,5.0,5.0,35.0,30.0
803,0,65,50,5.0,5.0,35.0,35.0
804,0,65,55,5.0,5.0,40.0,40.0
805,0,65,60,5.0,5.0,35.0,50.0
806,0,65,65,5.0,5.0,35.0,55.0
807,0,65,70,5.0,5.0,35.0,60.0
808,0,65,75,5.0,5.0,35.0,65.0
809,0,65,80,5.0,5.0,35.0,70.0
810,0,65,85,5.0,5.0,30.0,75.0
811,0,65,90,10.0,5.0,30.0,75.0
812,0,65,95,10.0,5.0,35.0,80.0
813,0,65,100,10.0,5.0,35.0,80.0
814,0,70,-5,5.0,5.0,30.0,15.0
815,0,70,0,5.0,5.0,30.0,15.0
816,0,70,5,5.0,5.0,30.0,15.0
817,0,70,10,5.0,5.0,35.0,15.0
818,0,70,15,5.0,5.0,35.0,15.0
819,0,70,20,5.0,5.0,35.0,20.0
820,0,70,25,5.0,5.0,35.0,20.0
821,0,70,30,5.0,5.0,35.0,25.0
822,0,70,35,5.0,5.0,40.0,25.0
823,0,70,40,5.0,5.0,40.0,25.0
824,0,70,45,5.0,5.0,40.0,30.0
825,0,70,50,5.0,5.0,40.0,40.0
826,0,70,55,5.0,5.0,40.0,45.0
827,0,70,60,5.0,5.0,40.0,50.0
828,0,70,65,5.0,5.0,40.0,55.0
829,0,70,70,5.0,5.0,40.0,60.0
830,0,70,75,5.0,5.0,40.0,65.0
831,0,70,80,5.0,5.0,35.0,70.0
832,0,70,85,5.0,5.0,35.0,75.0
833,0,70,90,5.0,5.0,35.0,75.0
834,0,70,95,10.0,5.0,35.0,80.0
835,0,70,100,10.0,5.0,35.0,80.0
836,0,75,-5,5.0,5.0,35.0,15.0
837,0,75,0,5.0,5.0,35.0,15.0
838,0,75,5,5.0,5.0,35.0,15.0
839,0,75,10,5.0,5.0,35.0,15.0
840,0,75,15,5.0,5.0,40.0,20.0
841,0,75,20,5.0,5.0,40.0,20.0
842,0,75,25,5.0,5.0,40.0,25.0
843,0,75,30,5.0,5.0,40.0,25.0
844,0,75,35,5.0,5.0,40.0,30.0
845,0,75,40,5.0,5.0,40.0,30.0
846,0,75,45,5.0,5.0,40.0,35.0
847,0,75,50,5.0,5.0,45.0,40.0
848,0,75,55,5.0,5.0,45.0,50.0
849,0,75,60,5.0,5.0,40.0,50.0
850,0,75,65,5.0,5.0,40.0,55.0
851,0,75,70,5.0,5.0,40.0,60.0
852,0,75,75,5.0,5.0,40.0,65.0
853,0,75,80,5.0,5.0,40.0,70.0
854,0,75,85,5.0,5.0,40.0,75.0
855,0,75,90,5.0,5.0,40.0,80.0
856,0,75,95,10.0,5.0,40.0,80.0
857,0,75,100,10.0,5.0,40.0,80.0
858,0,80,-5,5.0,5.0,35.0,15.0
859,0,80,0,5.0,5.0,35.0,15.0
860,0,80,5,10.0,5.0,40.0,15.0
861,0,80,10,10.0,5.0,40.0,20.0
862,0,80,15,5.0,5.0,40.0,20.0
863,0,80,20,5.0,5.0,40.0,25.0
864,0,80,25,10.0,5.0,45.0,25.0
865,0,80,30,5.0,5.0,45.0,30.0
866,0,80,35,5.0,5.0,45.0,30.0
867,0,80,40,5.0,5.0,45.0,35.0
868,0,80,45,5.0,5.0,45.0,40.0
869,0,80,50,5.0,5.0,45.0,45.0
870,0,80,55,5.0,5.0,45.0,50.0
871,0,80,60,5.0,5.0,45.0,55.0
872,0,80,65,5.0,5.0,45.0,60.0
873,0,80,70,5.0,5.0,45.0,65.0
874,0,80,75,5.0,5.0,45.0,70.0
875,0,80,80,5.0,5.0,45.0,75.0
876,0,80,85,5.0,5.0,45.0,75.0
877,0,80,90,5.0,5.0,45.0,80.0
878,0,80,95,10.0,5.0,45.0,80.0
879,0,80,100,10.0,5.0,45.0,80.0
880,0,85,-5,5.0,5.0,35.0,15.0
881,0,85,0,5.0,5.0,35.0,15.0
882,0,85,5,10.0,5.0,40.0,20.0
883,0,85,10,10.0,5.0,40.0,20.0
884,0,85,15,10.0,5.0,40.0,25.0
885,0,85,20,10.0,5.0,45.0,30.0
886,0,85,25,10.0,5.0,45.0,30.0
887,0,85,30,5.0,5.0,45.0,30.0
888,0,85,35,5.0,5.0,45.0,35.0
889,0,85,40,10.0,5.0,45.0,40.0
890,0,85,45,5.0,5.0,45.0,45.0
891,0,85,50,5.0,5.0,50.0,45.0
892,0,85,55,5.0,5.0,50.0,55.0
893,0,85,60,5.0,5.0,45.0,60.0
894,0,85,65,5.0,5.0,45.0,60.0
895,0,85,70,5.0,5.0,45.0,65.0
896,0,85,75,5.0,5.0,45.0,70.0
897,0,85,80,5.0,5.0,45.0,75.0
898,0,85,85,5.0,5.0,50.0,75.0
899,0,85,90,5.0,5.0,50.0,80.0
900,0,85,95,5.0,5.0,50.0,80.0
901,0,85,100,5.0,5.0,50.0,85.0
902,0,90,-5,10.0,5.0,35.0,15.0
903,0,90,0,10.0,5.0,40.0,20.0
904,0,90,5,10.0,5.0,40.0,20.0
905,0,90,10,10.0,5.0,40.0,25.0
906,0,90,15,10.0,10.0,45.0,25.0
907,0,90,20,10.0,5.0,45.0,30.0
908,0,90,25,10.0,5.0,45.0,30.0
909,0,90,30,10.0,5.0,45.0,35.0
910,0,90,35,10.0,5.0,45.0,40.0
911,0,90,40,5.0,5.0,45.0,40.0
912,0,90,45,10.0,5.0,50.0,45.0
913,0,90,50,5.0,5.0,50.0,55.0
914,0,90,55,5.0,5.0,50.0,55.0
915,0,90,60,5.0,5.0,50.0,60.0
916,0,90,65,5.0,5.0,50.0,65.0
917,0,90,70,5.0,5.0,50.0,65.0
918,0,90,75,5.0,5.0,50.0,70.0
919,0,90,80,5.0,5.0,50.0,75.0
920,0,90,85,5.0,5.0,50.0,80.0
921,0,90,90,5.0,5.0,55.0,80.0
922,0,90,95,5.0,5.0,55.0,85.0
923,0,90,100,10.0,5.0,55.0,85.0
924,0,95,-5,10.0,10.0,40.0,20.0
925,0,95,0,10.0,5.0,40.0,20.0
926,0,95,5,10.0,5.0,40.0,25.0
927,0,95,10,10.0,10.0,45.0,25.0
928,0,95,15,10.0,10.0,45.0,30.0
929,0,95,20,10.0,5.0,45.0,30.0
930,0,95,25,10.0,5.0,50.0,35.0
931,0,95,30,10.0,5.0,45.0,40.0
932,0,95,35,10.0,5.0,50.0,40.0
933,0,95,40,10.0,10.0,50.0,50.0
934,0,95,45,10.0,5.0,50.0,50.0
935,0,95,50,5.0,5.0,50.0,55.0
936,0,95,55,5.0,5.0,50.0,60.0
937,0,95,60,10.0,5.0,50.0,65.0
938,0,95,65,10.0,5.0,50.0,65.0
939,0,95,70,10.0,5.0,50.0,70.0
940,0,95,75,10.0,5.0,50.0,70.0
941,0,95,80,10.0,5.0,55.0,75.0
942,0,95,85,5.0,5.0,55.0,80.0
943,0,95,90,5.0,5.0,55.0,80.0
944,0,95,95,10.0,5.0,55.0,85.0
945,0,95,100,10.0,5.0,55.0,85.0
946,0,100,-5,10.0,5.0,40.0,20.0
947,0,100,0,10.0,10.0,40.0,25.0
948,0,100,5,10.0,10.0,45.0,25.0
949,0,100,10,10.0,10.0,45.0,30.0
950,0,100,15,10.0,10.0,45.0,30.0
951,0,100,20,10.0,10.0,50.0,35.0
952,0,100,25,10.0,10.0,50.0,40.0
953,0,100,30,10.0,5.0,50.0,40.0
954,0,100,35,10.0,10.0,50.0,45.0
955,0,100,40,10.0,10.0,50.0,50.0
956,0,100,45,10.0,5.0,50.0,50.0
957,0,100,50,10.0,5.0,55.0,60.0
958,0,100,55,10.0,5.0,55.0,60.0
959,0,100,60,10.0,5.0,50.0,65.0
960,0,100,65,10.0,5.0,50.0,65.0
961,0,100,70,10.0,10.0,55.0,70.0
962,0,100,75,10.0,10.0,55.0,75.0
963,0,100,80,10.0,5.0,55.0,75.0
964,0,100,85,10.0,5.0,55.0,80.0
965,0,100,90,10.0,5.0,55.0,80.0
966,0,100,95,10.0,10.0,55.0,80.0
967,0,100,100,10.0,10.0,60.0,85.0
968,5,-5,-5,5.0,5.0,0.0,5.0
969,5,-5,0,5.0,5.0,0.0,5.0
970,5,-5,5,5.0,5.0,5.0,5.0
971,5,-5,10,5.0,5.0,5.0,10.0
972,5,-5,15,5.0,5.0,5.0,10.0
973,5,-5,20,5.0,5.0,5.0,10.0
974,5,-5,25,5.0,5.0,5.0,15.0
975,5,-5,30,10.0,5.0,5.0,15.0
976,5,-5,35,5.0,5.0,5.0,15.0
977,5,-5,40,5.0,5.0,5.0,20.0
978,5,-5,45,5.0,5.0,5.0,25.0
979,5,-5,50,5.0,5.0,5.0,25.0
980,5,-5,55,5.0,5.0,5.0,30.0
981,5,-5,60,5.0,5.0,5.0,35.0
982,5,-5,65,5.0,5.0,5.0,45.0
983,5,-5,70,5.0,5.0,5.0,50.0
984,5,-5,75,5.0,5.0,5.0,55.0
985,5,-5,80,10.0,5.0,5.0,60.0
986,5,-5,85,10.0,5.0,5.0,65.0
987,5,-5,90,10.0,5.0,5.0,65.0
988,5,-5,95,10.0,5.0,5.0,70.0
989,5,-5,100,10.0,5.0,10.0,70.0
990,5,0,-5,5.0,5.0,0.0,5.0
991,5,0,0,5.0,5.0,0.0,5.0
992,5,0,5,5.0,5.0,5.0,5.0
993,5,0,10,5.0,5.0,5.0,10.0
994,5,0,15,5.0,5.0,5.0,10.0
995,5,0,20,5.0,5.0,5.0,10.0
996,5,0,25,5.0,5.0,5.0,15.0
997,5,0,30,10.0,5.0,5.0,15.0
998,5,0,35,5.0,5.0,5.0,15.0
999,5,0,40,5.0,5.0,5.0,20.0
1000,5,0,45,5.0,5.0,5.0,25.0
1001,5,0,50,5.0,5.0,5.0,30.0
1002,5,0,55,5.0,5.0,5.0,35.0
1003,5,0,60,5.0,5.0,5.0,40.0
1004,5,0,65,5.0,5.0,5.0,45.0
1005,5,0,70,5.0,5.0,5.0,50.0
1006,5,0,75,10.0,5.0,5.0,55.0
1007,5,0,80,10.0,5.0,5.0,65.0
1008,5,0,85,10.0,5.0,5.0,65.0
1009,5,0,90,10.0,5.0,5.0,70.0
1010,5,0,95,10.0,5.0,10.0,70.0
1011,5,0,100,10.0,5.0,10.0,70.0
1012,5,5,-5,5.0,5.0,5.0,5.0
1013,5,5,0,5.0,5.0,5.0,5.0
1014,5,5,5,5.0,5.0,5.0,5.0
1015,5,5,10,10.0,5.0,5.0,10.0
1016,5,5,15,10.0,5.0,5.0,10.0
1017,5,5,20,10.0,5.0,5.0,15.0
1018,5,5,25,10.0,5.0,5.0,15.0
1019,5,5,30,10.0,5.0,5.0,20.0
1020,5,5,35,10.0,5.0,5.0,20.0
1021,5,5,40,10.0,5.0,5.0,25.0
1022,5,5,45,10.0,5.0,5.0,25.0
1023,5,5,50,5.0,5.0,5.0,35.0
1024,5,5,55,5.0,5.0,5.0,35.0
1025,5,5,60,5.0,5.0,5.0,40.0
1026,5,5,65,5.0,5.0,5.0,50.0
1027,5,5,70,10.0,5.0,5.0,55.0
1028,5,5,75,10.0,5.0,5.0,60.0
1029,5,5,80,10.0,5.0,5.0,65.0
1030,5,5,85,10.0,5.0,5.0,70.0
1031,5,5,90,10.0,5.0,10.0,70.0
1032,5,5,95,10.0,5.0,10.0,70.0
1033,5,5,100,10.0,5.0,10.0,70.0
1034,5,10,-5,5.0,5.0,5.0,5.0
1035,5,10,0,5.0,5.0,5.0,5.0
1036,5,10,5,10.0,5.0,5.0,10.0
1037,5,10,10,10.0,5.0,5.0,10.0
1038,5,10,15,10.0,5.0,5.0,10.0
1039,5,10,20,10.0,5.0,10.0,15.0
1040,5,10,25,10.0,5.0,10.0,15.0
1041,5,10,30,10.0,5.0,10.0,20.0
1042,5,10,35,10.0,5.0,10.0,25.0
1043,5,10,40,10.0,5.0,10.0,25.0
1044,5,10,45,10.0,5.0,10.0,30.0
1045,5,10,50,10.0,5.0,10.0,35.0
1046,5,10,55,10.0,5.0,10.0,40.0
1047,5,10,60,10.0,5.0,10.0,45.0
1048,5,10,65,10.0,5.0,5.0,50.0
1049,5,10,70,10.0,5.0,10.0,55.0
1050,5,10,75,10.0,5.0,10.0,60.0
1051,5,10,80,10.0,5.0,10.0,65.0
1052,5,10,85,10.0,5.0,5.0,70.0
1053,5,10,90,10.0,5.0,10.0,70.0
1054,5,10,95,10.0,5.0,10.0,75.0
1055,5,10,100,10.0,10.0,10.0,75.0
1056,5,15,-5,5.0,5.0,5.0,5.0
1057,5,15,0,5.0,5.0,5.0,5.0
1058,5,15,5,10.0,5.0,10.0,10.0
1059,5,15,10,10.0,5.0,10.0,10.0
1060,5,15,15,10.0,5.0,10.0,15.0
1061,5,15,20,10.0,5.0,10.0,15.0
1062,5,15,25,10.0,5.0,10.0,20.0
1063,5,15,30,10.0,5.0,10.0,20.0
1064,5,15,35,10.0,5.0,10.0,25.0
1065,5,15,40,10.0,5.0,10.0,30.0
1066,5,15,45,10.0,5.0,10.0,30.0
1067,5,15,50,10.0,5.0,10.0,35.0
1068,5,15,55,10.0,5.0,10.0,40.0
1069,5,15,60,10.0,5.0,10.0,45.0
1070,5,15,65,10.0,5.0,10.0,50.0
1071,5,15,70,10.0,5.0,10.0,55.0
1072,5,15,75,10.0,5.0,10.0,65.0
1073,5,15,80,10.0,5.0,10.0,65.0
1074,5,15,85,10.0,5.0,10.0,70.0
1075,5,15,90,10.0,5.0,10.0,70.0
1076,5,15,95,10.0,10.0,10.0,75.0
1077,5,15,100,10.0,10.0,10.0,75.0
1078,5,20,-5,5.0,5.0,10.0,5.0
1079,5,20,0,5.0,5.0,10.0,5.0
1080,5,20,5,10.0,5.0,10.0,10.0
1081,5,20,10,10.0,5.0,10.0,10.0
1082,5,20,15,10.0,5.0,10.0,15.0
1083,5,20,20,10.0,5.0,10.0,15.0
1084,5,20,25,10.0,5.0,10.0,20.0
1085,5,20,30,10.0,5.0,15.0,25.0
1086,5,20,35,10.0,5.0,15.0,25.0
1087,5,20,40,10.0,5.0,15.0,30.0
1088,5,20,45,10.0,5.0,15.0,35.0
1089,5,20,50,10.0,5.0,15.0,40.0
1090,5,20,55,10.0,5.0,10.0,45.0
1091,5,20,60,10.0,5.0,10.0,45.0
1092,5,20,65,10.0,5.0,10.0,50.0
1093,5,20,70,10.0,5.0,10.0,60.0
1094,5,20,75,10.0,5.0,10.0,65.0
1095,5,20,80,10.0,5.0,10.0,65.0
1096,5,20,85,10.0,5.0,10.0,70.0
1097,5,20,90,10.0,10.0,10.0,75.0
1098,5,20,95,10.0,10.0,10.0,75.0
1099,5,20,100,10.0,10.0,10.0,75.0
1100,5,25,-5,5.0,5.0,10.0,10.0
1101,5,25,0,5.0,5.0,10.0,10.0
1102,5,25,5,5.0,5.0,10.0,10.0
1103,5,25,10,10.0,5.0,15.0,10.0
1104,5,25,15,10.0,5.0,15.0,15.0
1105,5,25,20,10.0,5.0,15.0,15.0
1106,5,25,25,10.0,5.0,15.0,20.0
1107,5,25,30,10.0,5.0,15.0,25.0
1108,5,25,35,10.0,5.0,15.0,25.0
1109,5,25,40,10.0,5.0,15.0,30.0
1110,5,25,45,10.0,5.0,15.0,35.0
1111,5,25,50,10.0,5.0,15.0,40.0
1112,5,25,55,10.0,5.0,15.0,45.0
1113,5,25,60,10.0,5.0,15.0,50.0
1114,5,25,65,10.0,5.0,15.0,50.0
1115,5,25,70,10.0,5.0,15.0,60.0
1116,5,25,75,10.0,5.0,10.0,65.0
1117,5,25,80,10.0,5.0,10.0,70.0
1118,5,25,85,10.0,10.0,10.0,70.0
1119,5,25,90,10.0,10.0,10.0,75.0
1120,5,25,95,10.0,10.0,15.0,75.0
1121,5,25,100,10.0,10.0,15.0,80.0
1122,5,30,-5,5.0,5.0,15.0,10.0
1123,5,30,0,5.0,5.0,15.0,10.0
1124,5,30,5,5.0,5.0,15.0,10.0
1125,5,30,10,10.0,5.0,15.0,10.0
1126,5,30,15,10.0,5.0,15.0,15.0
1127,5,30,20,10.0,5.0,15.0,15.0
1128,5,30,25,10.0,5.0,15.0,20.0
1129,5,30,30,10.0,5.0,15.0,25.0
1130,5,30,35,10.0,5.0,15.0,25.0
